name	id	nutrients	usda_id	energy	usda_equivalent
Oatmeal	/m/01bf_1	/m/07x5xl6,/m/07x5xft,/m/07x5xff,/m/07x5y2g,/m/07x5xzn,/m/07x5x_0,/m/07x5y2v,/m/07x5y36,/m/07x5x_d,/m/07x5xnw,/m/07x5xz8,/m/07x5xyj,/m/07x5xl_,/m/07x5xn3,/m/07x5y0x,/m/07x5xhy,/m/07x5xp7,/m/07x5xj9,/m/07x5y0j,/m/07x5xs7,/m/07x5xjq,/m/07x5xmc,/m/07x5xxs,/m/07x5xkv,/m/07x5y22,/m/07x5y1b,/m/07x5xvx,/m/07x5xsm,/m/07x5xr3,/m/07x5x_s,/m/07x5y1q,/m/07x5xpm,/m/07x5xqc,/m/07x5xrw,/m/07x5xcw,/m/07x5xlm,/m/07x5xtc,/m/07x5xx0,/m/07x5xrh,/m/07x5xqr,/m/07x5xdm,/m/07x5xyx,/m/07x5xd7,/m/07x5xvj,/m/07x5xy4,/m/07x5xk2,/m/07x5xbr,/m/07x5xgr,/m/07x5xd_,/m/07x5xkg,/m/07x5xwn,/m/07x5xch,/m/07x5xp_,/m/07x5xc3,/m/07x5xv4,/m/07x5xmr,/m/07x5xnh,/m/07x5xxd,/m/07x5xtr,/m/07x5y04,/m/07x5xs_,/m/07x5xw8		1586.0	08120
Brioche	/m/01wwvy	/m/07xcthf,/m/07xctcx,/m/07xct2n,/m/07xcssk,/m/07xcsx1,/m/07xct0p,/m/07xcsn9,/m/07xct7n,/m/07xct1v,/m/07xct6j,/m/07xct80,/m/07xcskq,/m/07xcsvh,/m/07xct4l,/m/07xcsrt,/m/07xct9z,/m/07xct4z,/m/07xcsmw,/m/07xcstr,/m/07xctdq,/m/07xct9l,/m/07xcsqm,/m/07xcsmh,/m/07xcsq_,/m/07xcsxw,/m/07xcsp1,/m/07xcsxh,/m/07xct5b,/m/07xcs_k,/m/07xcsy7,/m/07xct11,/m/07xcsnp,/m/07xct28,/m/07xctcj,/m/07xcspf,/m/07xcth1,/m/07xctc3,/m/07xct1f,/m/07xct6x,/m/07xctbq,/m/07xctbb,/m/07xct96,/m/07xctfg,/m/07xctf2,/m/07xcssy,/m/07xcsq7,/m/07xcszf,/m/07xcss5,/m/07xcsl2,/m/07xct8d,/m/07xcsw9,/m/07xcsz1,/m/07xcswp,/m/07xcsvw,/m/07xcsrc,/m/07xcstc,/m/07xcsym,/m/07xctg6,/m/07xctd8,/m/07xct78,/m/07xct46,/m/07xcs_5,/m/07xcslg,/m/07xctfv,/m/07xct30,/m/07xcsm3,/m/07xcskb,/m/07xcszt,/m/07xctgl,/m/07xcsv3,/m/07xct62,/m/07xct3d,/m/07xct3v,/m/07xct5q,/m/07xct09,/m/07xcspw,/m/07xcsjx,/m/07xct8v		1185.0	18027
Absinthe	/m/013bx	/m/07xb032,/m/07x9_v2,/m/07x9zkl,/m/07x9_zl,/m/07x9_3l,/m/07x9_82,/m/07x9zvl,/m/07x9zq2,/m/07x9z7v,/m/07x9zdb,/m/07x9_k2,/m/07x9z_2,/m/07x9_pl,/m/07x9_dl		967.0	14037
Arborio rice	/m/09drxk	/m/07xdcwd,/m/07xdd1g,/m/07xddb2,/m/07xdd0q,/m/07xdd9q,/m/07xdczg,/m/07xdcws,/m/07xdddq,/m/07xdcxz,/m/07xdd6q,/m/07xdcv8,/m/07xdcvn,/m/07xdd3b,/m/07xdd2l,/m/07xdc_6,/m/07xdd7g,/m/07xddbg,/m/07xdd56,/m/07xdd5l,/m/07xddbv,/m/07xdd2z,/m/07xdcx6,/m/07xdd9b,/m/07xdd42,/m/07xdcw0,/m/07xdcz2,/m/07xddfg,/m/07xdcyb,/m/07xddfv,/m/07xdd1v,/m/07xdd3q,/m/07xddf2,/m/07xdc_l,/m/07xdczv,/m/07xdd0b,/m/07xdcxl,/m/07xdd5z,/m/07xdddb,/m/07xdd6b,/m/07xdd72,/m/07xdd4v,/m/07xdd86,/m/07xddc6,/m/07xdc_z,/m/07xdd8z,/m/07xdd8l,/m/07xddcz,/m/07xdd7v,/m/07xdd26,/m/07xdd4g,/m/07xdcyq,/m/07xdd12,/m/07xddcl		1498.0	20052
Medika Mamba	/m/0bnn0g7				
Seaweed	/m/0cj6f	/m/07x8vdw,/m/07x8v93,/m/07x8tcy,/m/07x8vgr,/m/07x8ts5,/m/07x8vw2,/m/07x8vjm,/m/07x8vhp,/m/07x8v69,/m/07x8vft,/m/07x8tjp,/m/07x8tfv,/m/07x8tw0,/m/07x8v5c,/m/07x8t55,/m/07x8t1d,/m/07x8tzs,/m/07x8tr7,/m/07x8tbz,/m/07x8vqb,/m/07x8t68,/m/07x8tb0,/m/07x8vkl,/m/07x8vs6,/m/07x8twz,/m/07x8v1l,/m/07x8vy3,/m/07x8v0n,/m/07x8t2b,/m/07x8vnf,/m/07x8vmh,/m/07x8txx,/m/07x8t76,/m/07x8tnf,/m/07x8vb_,/m/07x8vb1,/m/07x8v77,/m/07x8tkm,/m/07x8tyv,/m/07x8v85,/m/07x8t92,/m/07x8tmh,/m/07x8t84,/m/07x8vt5,/m/07x8tlk,/m/07x8vv4,/m/07x8tv2,/m/07x8vpc,/m/07x8tdw,/m/07x8tgt,/m/07x8v3g,/m/07x8vr8,/m/07x8v2j,/m/07x8vlk,/m/07x8t_q,/m/07x8v4d,/m/07x8vcy,/m/07x8tt3,/m/07x8tpc,/m/07x8tq9,/m/07x8thr,/m/07x8t38,/m/07x8t47		180.0	11445
Hardy Kiwi	/m/0bqhkk	/m/07x6gcd,/m/07x6fr3,/m/07x6fw7,/m/07x6gg0,/m/07x6g3x,/m/07x6g34,/m/07x6g48,/m/07x6g3j,/m/07x6g8d,/m/07x6fy3,/m/07x6gcs,/m/07x6g6j,/m/07x6ggs,/m/07x6g1n,/m/07x6gc0,/m/07x6g20,/m/07x6g2d,/m/07x6g6x,/m/07x6g8s,/m/07x6gdj,/m/07x6g4n,/m/07x6g03,/m/07x6frh,/m/07x6f_c,/m/07x6fv3,/m/07x6g18,/m/07x6fvw,/m/07x6fqr,/m/07x6ftr,/m/07x6frw,/m/07x6g9x,/m/07x6fsy,/m/07x6fxc,/m/07x6g80,/m/07x6gfn,/m/07x6fxr,/m/07x6fw_,/m/07x6fzm,/m/07x6g7n,/m/07x6fvh,/m/07x6ggd,/m/07x6fwm,/m/07x6fz_,/m/07x6g94,/m/07x6g78,/m/07x6g0j,/m/07x6fyh,/m/07x6g9j,/m/07x6gf8,/m/07x6g5s,/m/07x6gb8,/m/07x6g0x,/m/07x6g5d,/m/07x6fqc,/m/07x6gdx,/m/07x6f_r,/m/07x6g50,/m/07x6gd4,/m/07x6fp_,/m/07x6ft9,/m/07x6g2s,/m/07x6fz7,/m/07x6gbn,/m/07x6fsk,/m/07x6fyw,/m/07x6g64		255.0	09148
Steak	/m/0grtl	/m/07xf5ng,/m/07xf5p6,/m/07xf5l0,/m/07xf5pl,/m/07xf5pz,/m/07xf5hn,/m/07xf5tq,/m/07xf5ls,/m/07xf5lz,/m/07xf5j0,/m/07xf5l6,/m/07xf5rn,/m/07xf5qb,/m/07xf5js,/m/07xf5k8,/m/07xf5s6,/m/07xf5n8,/m/07xf5ps,/m/07xf5t4,/m/07xf5jl,/m/07xf5kg,/m/07xf5hv,/m/07xf5tj,/m/07xf5hg,/m/07xf5p0,/m/07xf5nn,/m/07xf5pd,/m/07xf5rv,/m/07xf5jd,/m/07xf5qj,/m/07xf5nv,/m/07xf5sd,/m/07xf5m4,/m/07xf5gp,/m/07xf5rg,/m/07xf5h1,/m/07xf5gw,/m/07xf5s0,/m/07xf5ss,/m/07xf5sl,/m/07xf5qq,/m/07xf5j6,/m/07xf5r2,/m/07xf5ld,/m/07xf5q4,/m/07xf5mx,/m/07xf5ll,/m/07xf5tb,/m/07xf5qx,/m/07xf5r8,/m/07xf5mb,/m/07xf5mj,/m/07xf5kn,/m/07xf5n2,/m/07xf5mq,/m/07xf5sz,/m/07xf5h7,/m/07xf5kv		920.0	23005
Canton	/m/06z7rr				
Orangelo	/m/069g6b	/m/07x6tyj,/m/07x6vj5,/m/07x6v4c,/m/07x6v1b,/m/07x6vg9,/m/07x6vk9,/m/07x6v5h,/m/07x6vhf,/m/07x6vdt,/m/07x6vfy,/m/07x6vjk,/m/07x6vh1,/m/07x6vd1,/m/07x6vdf,/m/07x6vf5,/m/07x6v3m,/m/07x6vbk,/m/07x6v6m,/m/07x6v2w,/m/07x6v2h,/m/07x6v7c,/m/07x6vcp,/m/07x6v8h,/m/07x6tzn,/m/07x6v53,/m/07x6t_g,/m/07x6v6_,/m/07x6vb5,/m/07x6v4r,/m/07x6v3_,/m/07x6v83,/m/07x6vht,/m/07x6v37,/m/07x6ty4,/m/07x6v5w,/m/07x6t_2,/m/07x6v0z,/m/07x6vby,/m/07x6v1q,/m/07x6v22,/m/07x6vc9,/m/07x6vfk,/m/07x6vgp,/m/07x6vkp,/m/07x6tz8,/m/07x6v8w,/m/07x6v7r,/m/07x6v0l,/m/07x6vjy,/m/07x6v67,/m/07x6t_v,/m/07x6v97,/m/07x6v9m,/m/07x6v06,/m/07x6tyx		262.0	09205
Fried onion	/m/0fyw9s	/m/07x8mhd,/m/07x8mdl,/m/07x8m87,/m/07x8mb4,/m/07x8mfx,/m/07x8mhz,/m/07x8mhs,/m/07x8mgv,/m/07x8mg8,/m/07x8m9d,/m/07x8m9s,/m/07x8m9z,/m/07x8mgg,/m/07x8mfb,/m/07x8mjq,/m/07x8mg2,/m/07x8mkv,/m/07x8m8t,/m/07x8mfq,/m/07x8ml0,/m/07x8mjj,/m/07x8mcv,/m/07x8mc8,/m/07x8mh0,/m/07x8mjb,/m/07x8mdz,/m/07x8mbx,/m/07x8mkg,/m/07x8mc2,/m/07x8mf4,/m/07x8mkn,/m/07x8mk8,/m/07x8mds,/m/07x8mlf,/m/07x8mk2,/m/07x8m8f,/m/07x8md6,/m/07x8mbq,/m/07x8m8_,/m/07x8mcn,/m/07x8m9l,/m/07x8mfj,/m/07x8m96,/m/07x8mbb,/m/07x8mjx,/m/07x8mdd,/m/07x8m8m,/m/07x8md0,/m/07x8mh6,/m/07x8mgn,/m/07x8mhl,/m/07x8ml7,/m/07x8mcg,/m/07x8mj4,/m/07x8mbj		1079.0	11295
Triple sec	/m/01m42v	/m/07xbdrf,/m/07xbjbn,/m/07xbhdb,/m/07xbfrh,/m/07xbbkd,/m/07xbf6f,/m/07xbhmv,/m/07xbc9b,/m/07xbd83,/m/07xbdzy,/m/07xbh4v,/m/07xb9lj,/m/07xbg6t,/m/07xbdhy,/m/07xbffy,/m/07xbcjv,/m/07xbgpt,/m/07xbcsb,/m/07xbb9x,/m/07xbf_9,/m/07xbhwb,/m/07xbc_v,/m/07xbgg9,/m/07xb9v0,/m/07xbgyb,/m/07xbc0l,/m/07xbb2c,/m/07xbj34,/m/07xbbt2		1289.0	14534
Cognac	/m/0lhmp	/m/07x9_fj,/m/07x9zf8,/m/07x9_4j,/m/07x9_90,/m/07x9zlj,/m/07xb040,/m/07x9_w0,/m/07x9_00,/m/07x9zr0,/m/07x9_l0,/m/07x9zwj,/m/07x9_qj,/m/07x9__j,/m/07x9z8s		967.0	14037
Cassava	/m/0fm0p	/m/07x7y33,/m/07x7xzc,/m/07x7y0l,/m/07x7xsl,/m/07x7y2r,/m/07x7xvc,/m/07x7xz5,/m/07x7xxw,/m/07x7y2g,/m/07x7xy7,/m/07x7xxp,/m/07x7xwy,/m/07x7xwr,/m/07x7y06,/m/07x7y14,/m/07x7xtk,/m/07x7y28,/m/07x7x_8,/m/07x7y1q,/m/07x7xtc,/m/07x7xwc,/m/07x7xy1,/m/07x7y1x,/m/07x7x_v,/m/07x7xs0,/m/07x7y0d,/m/07x7xzk,/m/07x7xzy,/m/07x7xx9,/m/07x7xyf,/m/07x7xy_,/m/07x7xw5,/m/07x7xv4,/m/07x7xxh,/m/07x7xvm,/m/07x7xs6,/m/07x7xrv,/m/07x7y39,/m/07x7y1b,/m/07x7y00,/m/07x7xwk,/m/07x7xst,/m/07x7xv_,/m/07x7xzr,/m/07x7x_g,/m/07x7xs_,/m/07x7y22,/m/07x7xvt,/m/07x7y0s,/m/07x7y0z,/m/07x7xsd,/m/07x7y2y,/m/07x7xyt,/m/07x7xym,/m/07x7xt5,/m/07x7y1j,/m/07x7xx3,/m/07x7y3h,/m/07x7x_n,/m/07x7xtr		667.0	11134
Campanelle	/m/08llkw	/m/07xdxk9,/m/07xdxd7,/m/07xdw55,/m/07xdw09,/m/07xdqr7,/m/07xdzfp,/m/07xf0v0,/m/07xdzlx,/m/07xdrcg,/m/07xdyt4,/m/07xds58,/m/07xdtfg,/m/07xd_8h,/m/07xdt3q,/m/07xdrvd,/m/07xd_w_,/m/07xdwym,/m/07xdvwf,/m/07xdy0g,/m/07xdvdj,/m/07xdzyx,/m/07xdxw1,/m/07xdz3m,/m/07xf05r,/m/07xdv6k,/m/07xd_3m,/m/07xdqlb,/m/07xdsyz,/m/07xdxq5,/m/07xd_l7,/m/07xd_fc,/m/07xf00w,/m/07xdqx3,/m/07xdr6d,/m/07xd_r3,/m/07xf0j8,/m/07xdvkl,/m/07xdr1j,/m/07xdyb6,/m/07xdtxm,/m/07xdy5b,/m/07xdsmx,/m/07xdwmw,/m/07xdsss,/m/07xdx7c,/m/07xf0p4,/m/07xdrjb,/m/07xdwsr,/m/07xdyh2,/m/07xdsh0,/m/07xf0bm,/m/07xdx2h,/m/07xdyzk,/m/07xdvqk,/m/07xdzt0,/m/07xdyn8,/m/07xdqf3,/m/07xdwg_,/m/07xdwb1,/m/07xds0d,/m/07xdrpj,/m/07xdsb4,/m/07xdz8t,/m/07xdv1p,/m/07xdtrr,/m/07xdt8l,/m/07xdtlw		1553.0	20120
Ajwain	/m/01yt7z	/m/07x4ywn,/m/07x4yfd,/m/07x4yjd,/m/07x4yg4,/m/07x4ybz,/m/07x4yr4,/m/07x4ytd,/m/07x4ymd,/m/07x4yl8,/m/07x4ynj,/m/07x4y8t,/m/07x4yt0,/m/07x4yf0,/m/07x4yq0,/m/07x4y9m,/m/07x4yvx,/m/07x4yv4,/m/07x4yp8,/m/07x4yyx,/m/07x4ym0,/m/07x4y7m,/m/07x4yy4,/m/07x4ys8,/m/07x4ycv,/m/07x4yjs,/m/07x4yn4,/m/07x4yrx,/m/07x4yd6,/m/07x4yz8,/m/07x4ykx,/m/07x4yhn,/m/07x4yzn,/m/07x4yyj,/m/07x4y9_,/m/07x4y_d,/m/07x4ydn,/m/07x4y_0,/m/07x4yln,/m/07x4yw8,/m/07x4y_s,/m/07x4y8f,/m/07x4yh8,/m/07x4ygj,/m/07x4yj0,/m/07x4yms,/m/07x4ycb,/m/07x4ypn,/m/07x4ynx,/m/07x4yrj,/m/07x4yqd,/m/07x4ykj,/m/07x4yxs,/m/07x4yvj,/m/07x4yxd,/m/07x4yfs,/m/07x4yk4,/m/07x4ygx,/m/07x4yts,/m/07x4yx0,/m/07x4yqs,/m/07x4ysn,/m/07x4ybl,/m/07x4y81,/m/07x4y95		1393.0	02005
Drambuie	/m/04_y8b	/m/07xbcc6,/m/07xbbcs,/m/07xbcv6,/m/07xbg_6,/m/07xbftc,/m/07xbhpq,/m/07xbh6q,/m/07xbfht,/m/07xbg15,/m/07xbj50,/m/07xbg8p,/m/07xb9wx,/m/07xbhy6,/m/07xbdkt,/m/07xbclq,/m/07xbdt9,/m/07xbd1q,/m/07xbbm8,/m/07xbb47,/m/07xbc2g,/m/07xbdb9,/m/07xbgj5,/m/07xbhg6,/m/07xbf0t,/m/07xbf89,/m/07xbbvz,/m/07xb9nd,/m/07xbjdj,/m/07xbgrp		1289.0	14534
Sea lettuce	/m/04cnqy	/m/07x8v9h,/m/07x8t8j,/m/07x8tmw,/m/07x8tbd,/m/07x8v10,/m/07x8txb,/m/07x8v02,/m/07x8t7l,/m/07x8vly,/m/07x8tsk,/m/07x8tcb,/m/07x8t3p,/m/07x8vpr,/m/07x8t6n,/m/07x8vwg,/m/07x8vh3,/m/07x8vbf,/m/07x8vmw,/m/07x8tk_,/m/07x8t1s,/m/07x8t2q,/m/07x8tqp,/m/07x8vf7,/m/07x8th5,/m/07x8tf7,/m/07x8v4t,/m/07x8tvg,/m/07x8t9g,/m/07x8tk1,/m/07x8ttj,/m/07x8vvj,/m/07x8vj_,/m/07x8vsm,/m/07x8td9,/m/07x8tnt,/m/07x8twd,/m/07x8vtk,/m/07x8t_4,/m/07x8t4m,/m/07x8vnt,/m/07x8vrn,/m/07x8v2x,/m/07x8tj3,/m/07x8t5k,/m/07x8vd9,/m/07x8v8k,/m/07x8vcc,/m/07x8vyh,/m/07x8v1z,/m/07x8vqq,/m/07x8tly,/m/07x8v3v,/m/07x8tz6,/m/07x8trm,/m/07x8v5r,/m/07x8tg7,/m/07x8tpr,/m/07x8vj1,/m/07x8v6p,/m/07x8vk_,/m/07x8ty8,/m/07x8v7m,/m/07x8vg5		180.0	11445
Low Fat Granola With Raisins	/m/04qmqdg	/m/07x5z1_,/m/04zkz9v,/m/04zkz4s,/m/07x5y_7,/m/04zkz8j,/m/04zkz9g,/m/04zkz3g,/m/04zkz6v,/m/04zkz5q,/m/07x5z0p,/m/04zkz68,/m/04zkzb0,/m/04zkz8q,/m/04zkzcq,/m/04zkz40,/m/04zkzcb,/m/04zkz5x,/m/04zkz46,/m/04zkzbz,/m/04zkzc4,/m/04zkz62,/m/04zkz32,/m/07x5y_t,/m/04zkz4d,/m/04zkz54,/m/04zkz7l,/m/07x5z17,/m/04zkzb6,/m/04zkz84,/m/04zkz4l,/m/04zkz6g,/m/04zkz8x,/m/04zkzbl,/m/07x5z11,/m/04zkzbs,/m/04zkz3n,/m/07x5z06,/m/04zkz5j,/m/07x5z0h,/m/07x5z1m,/m/04zkzbd,/m/04zkz92,/m/07x5y_f,/m/07x5z1t,/m/04zkz38,/m/04zkz7z,/m/04zkz4z,/m/04zkz98,/m/04zkz7s,/m/04zkz8b,/m/04zkz5b,/m/04zkz70,/m/07x5z1f,/m/07x5y_m,/m/04zkz6n,/m/04zkzcj,/m/07x5z0w,/m/04zkz3v,/m/04zkz9n,/m/04zkz76,/m/04zkz7d		1607.0	
Golden Apple	/m/04dzcm9	/m/07x77qx,/m/07x77cj,/m/07x77qb,/m/07x77dn,/m/07x77j1,/m/07x77n2,/m/07x77lz,/m/07x77rs,/m/07x77kv,/m/07x77hh,/m/07x77jm,/m/07x779v,/m/07x77p6,/m/07x77k8,/m/07x77sx,/m/07x77d2,/m/07x77gy,/m/07x7779,/m/07x77mj,/m/07x77ps,/m/07x776r,/m/07x777w,/m/07x7765,/m/07x77fs,/m/07x77ld,/m/07x77f6,/m/07x77bd,/m/07x77bz,/m/07x778f,/m/07x77gb,/m/07x7792,/m/07x77nn,/m/07x77sb		238.0	09296
Artichoke Hearts	/m/0446bzf	/m/07x7p_d,/m/07x7q6f,/m/07x7pyx,/m/07x7q7k,/m/07x7q0p,/m/07x7q4w,/m/07x7q5m,/m/07x7q43,/m/07x7pww,/m/07x7q7y,/m/07x7qbm,/m/07x7q8p,/m/07x7q91,/m/07x7q3r,/m/07x7pyj,/m/07x7q2_,/m/07x7pzn,/m/07x7q89,/m/07x7q61,/m/07x7q2k,/m/07x7p_0,/m/07x7q57,/m/07x7qb_,/m/07x7q1t,/m/07x7qcc,/m/07x7px7,/m/07x7q06,/m/07x7pw3,/m/07x7pz8,/m/07x7q9f,/m/07x7q3c,/m/07x7q1f,/m/07x7q75,/m/07x7q6t,/m/07x7qb7,/m/07x7pvr,/m/07x7q11,/m/07x7pwh,/m/07x7pxp,/m/07x7p_s,/m/07x7q4h,/m/07x7q25,/m/07x7q9w,/m/07x7py2		197.0	11007
Poppy seed	/m/05c5_4k	/m/07x572s,/m/07x56sn,/m/07x56k4,/m/07x5734,/m/07x56h8,/m/07x5720,/m/07x574n,/m/07x56ln,/m/07x572d,/m/07x5757,/m/07x56md,/m/07x56_d,/m/07x56_0,/m/07x56vx,/m/07x5718,/m/07x56p8,/m/07x56g2,/m/07x56gj,/m/07x56rj,/m/07x56s8,/m/07x56cv,/m/07x56j0,/m/07x56qd,/m/07x573x,/m/07x56yx,/m/07x56hn,/m/07x56q0,/m/07x56dl,/m/07x56t0,/m/07x56w8,/m/07x56gx,/m/07x56v4,/m/07x56y4,/m/07x56qs,/m/07x56xs,/m/07x56l8,/m/07x5748,/m/07x570j,/m/07x56_s,/m/07x56jd,/m/07x56wn,/m/07x56td,/m/07x56m0,/m/07x56z8,/m/07x573j,/m/07x56r4,/m/07x56rx,/m/07x571n,/m/07x56fq,/m/07x56d6,/m/07x56dz,/m/07x570x,/m/07x56kx,/m/07x56ts,/m/07x56nx,/m/07x5704,/m/07x56kj,/m/07x56vj,/m/07x56cg,/m/07x56yj,/m/07x56zn,/m/07x56js,/m/07x56nj,/m/07x56n4,/m/07x56x0,/m/07x56pn,/m/07x56xd,/m/07x56ms,/m/07x56fb		2196.0	02033
Pumpkin	/m/05zsy	/m/07x8qk9,/m/07x8qdj,/m/07x8qf9,/m/07x8qkp,/m/07x8qlt,/m/07x8qhc,/m/07x8qgt,/m/07x8qjr,/m/07x8qsj,/m/07x8qnz,/m/07x8qg1,/m/07x8qfh,/m/07x8qh5,/m/07x8qrl,/m/07x8qjy,/m/07x8qmt,/m/07x8qg7,/m/07x8qfp,/m/07x8qqs,/m/07x8qg_,/m/07x8qrs,/m/07x8qlm,/m/07x8qq4,/m/07x8qpz,/m/07x8ql1,/m/07x8qs4,/m/07x8ql7,/m/07x8qml,/m/07x8qgf,/m/07x8qr5,/m/07x8qj3,/m/07x8qm_,/m/07x8qn6,/m/07x8qnd,/m/07x8qfw,/m/07x8qkh,/m/07x8qsb,/m/07x8qdq,/m/07x8qhy,/m/07x8qqk,/m/07x8qps,/m/07x8qpk,/m/07x8qrd,/m/07x8qhk,/m/07x8qpb,/m/07x8qm5,/m/07x8qjb,/m/07x8qq_,/m/07x8qnl,/m/07x8qf3,/m/07x8qlf,/m/07x8qgm,/m/07x8qdb,/m/07x8qd4,/m/07x8qns,/m/07x8qkw,/m/07x8qmd,/m/07x8qk3,/m/07x8ql_,/m/07x8qhr,/m/07x8qrz,/m/07x8qjk,/m/07x8qp4,/m/07x8qqb,/m/07x8qdx		109.0	11422
Hamo	/m/0gwdzm	/m/07xbnvv,/m/07xbnmx,/m/07xbls0,/m/07xbm19,/m/07xbnq4,/m/07xbmr4,/m/07xblv8,/m/07xbn18,/m/07xbn_b,/m/07xblt4,/m/07xbmln,/m/07xbm7c,/m/07xbn3j,/m/07xbm02,/m/07xbmxs,/m/07xbmh8,/m/07xbm3k,/m/07xbn4n,/m/07xbnh2,/m/07xbnsl,/m/07xblyv,/m/07xbmq0,/m/07xbms8,/m/07xbnj6,/m/07xbmd_,/m/07xbny2,/m/07xbnz6,/m/07xblxq,/m/07xbnbl,/m/07xbnwz,/m/07xbnfz,/m/07xbmwn,/m/07xbm4p,/m/07xbnls,/m/07xbnp0,/m/07xbnkb,/m/07xbm8h,/m/07xbm2f,/m/07xbmtd,/m/07xbm9m,/m/07xbn9g,/m/07xbntq,/m/07xbmvj,/m/07xbncq,/m/07xbm5t,/m/07xbndv,/m/07xbmg4,/m/07xbn5s,/m/07xbmkj,/m/07xbn2d,/m/07xblzz,/m/07xbn8b,/m/07xbn04,/m/07xbmms,/m/07xbmcw,/m/07xbmjd,/m/07xbn76,/m/07xbmyx,/m/07xbmnx,/m/07xbnr8,/m/07xbmbr,/m/07xblwd,/m/07xbm_0		770.0	15025
Papaya	/m/0g4fr	/m/07x6yh7,/m/07x6y9_,/m/07x6y4b,/m/07x6yh_,/m/07x6xzb,/m/07x6y22,/m/07x6yk3,/m/07x6yhm,/m/07x6y6m,/m/07x6y2g,/m/07x6yl_,/m/07x6ylm,/m/07x6y7c,/m/07x6xxd,/m/07x6xy4,/m/07x6xx0,/m/07x6y0l,/m/07x6ygh,/m/07x6y5w,/m/07x6y6_,/m/07x6yd7,/m/07x6y1q,/m/07x6y4q,/m/07x6yfr,/m/07x6y97,/m/07x6ycw,/m/07x6y36,/m/07x6yjr,/m/07x6y8w,/m/07x6ybc,/m/07x6y5g,/m/07x6x_2,/m/07x6y52,/m/07x6ygw,/m/07x6ych,/m/07x6xxs,/m/07x6y0z,/m/07x6yjc,/m/07x6yd_,/m/07x6x_g,/m/07x6y7r,/m/07x6ykw,/m/07x6y83,/m/07x6y2v,/m/07x6yg3,/m/07x6xyj,/m/07x6ybr,/m/07x6yfc,/m/07x6y8h,/m/07x6xzq,/m/07x6y3l,/m/07x6y3z,/m/07x6yc3,/m/07x6ykh,/m/07x6yl7,/m/07x6y1b,/m/07x6y06,/m/07x6y67,/m/07x6xyz,/m/07x6y9m,/m/07x6ydm,/m/07x6x_v		163.0	09226
Coffee liqueur	/m/04j9br3	/m/07xb7rx,/m/07xb7qz,/m/07xb7sv,/m/07xb7sg,/m/07xb7t6,/m/07xb7s8,/m/07xb7qc,/m/07xb7vj,/m/07xb7w2,/m/07xb7rj,/m/07xb7t0,/m/07xb7ts,/m/07xb7td,/m/07xb7qr,/m/07xb7rb,/m/07xb7r4,/m/07xb7sn,/m/07xb7tz,/m/07xb7p_,/m/07xb7rq,/m/07xb7vb,/m/07xb7vq,/m/07xb7v4,/m/07xb7pm,/m/07xb7s2,/m/07xb7pt,/m/07xb7vx,/m/07xb7tl,/m/07xb7qk,/m/07xb7w8,/m/07xb7q5		1364.0	14414
Cocoa butter	/m/03mjm_				
Bannock	/m/0820mg	/m/07xf7nw,/m/07xf7t7,/m/07xf7v5,/m/07xf7wh,/m/07xf7tf,/m/07xf7mb,/m/07xf7xm,/m/07xf7x7,/m/07xf7vy,/m/07xf7p_,/m/07xf7t1,/m/07xf7wp,/m/07xf7nh,/m/07xf7mx,/m/07xf7qr,/m/07xf7mq,/m/07xf7sw,/m/07xf7rr,/m/07xf7w3,/m/07xf7ll,/m/07xf7s9,/m/07xf7ls,/m/07xf7np,/m/07xf7mj,/m/07xf7sh,/m/07xf7t_,/m/07xf7sp,/m/07xf7q5,/m/07xf7s3,/m/07xf7tm,/m/07xf7lz,/m/07xf7m4,/m/07xf7p1,/m/07xf7pm,/m/07xf7p7,/m/07xf7tt,/m/07xf7xf,/m/07xf7w9,/m/07xf7vc,/m/07xf7qy,/m/07xf7qc,/m/07xf7x1,/m/07xf7qk,/m/07xf7vk,/m/07xf7r3,/m/07xf7ww,/m/07xf7ry,/m/07xf7pf,/m/07xf7n9,/m/07xf7vr,/m/07xf7n2,/m/07xf7pt		1292.0	35185
McVities Dark Chocolate Hob Nobs	/m/0bc4cqz	/m/0bc4d2l,/m/0bc4d2z,/m/0bc4d2q,/m/0bc4d2g,/m/0bc4d2b,/m/0bc4d2v,/m/0bc4d32		389.0	
Tatsoi	/m/0d7thq	/m/07x8jn2,/m/07x8jnx,/m/07x8jsn,/m/07x8jrx,/m/07x8js8,/m/07x8jq0,/m/07x8jqd,/m/07x8jvj,/m/07x8j_d,/m/07x8jts,/m/07x8jx0,/m/07x8jxs,/m/07x8jrj,/m/07x8jly,/m/07x8jmq,/m/07x8jzn,/m/07x8jp8,/m/07x8j_s,/m/07x8jwn,/m/07x8jpn,/m/07x8jm9,/m/07x8jnj,/m/07x8jv4,/m/07x8jyx,/m/07x8jlk,/m/07x8jtd,/m/07x8jxd,/m/07x8jr4,/m/07x8jyj,/m/07x8k04,/m/07x8jqs,/m/07x8jt0,/m/07x8jw8,/m/07x8jy4,/m/07x8jvx,/m/07x8jz8,/m/07x8j_0		92.0	11274
